id,name,type,start_date,distance_km,moving_time,moving_time_hms,avg_speed_kmh,kilojoules,map_summary_polyline,NM_UF,NM_MUN
17020567407,Morning Run,Run,2026-01-12 08:45:18,10.0085,3658,1:00:58,9.8496,1081.8,~loKlpeaH}A@_@EeHkB]GMDIJa@tAETFJPLtHvD^H`@FxC@`Jc@`D_@DG?Mg@oCGKMCsA?}LNgA?k@ImD}@{Ac@_@KM?KFGL]jAETBLLH`CjAdCtAx@\j@Hj@D~B?lCKdESnCYZGDE@GG]Es@[cCA[AYFu@Fa@\wAlB}Ej@qBFa@COOKoC}@SCMBMN_@hAGJGBO?qNyDiCm@QEII@QrAcE`AsDt@qDf@iBlBwJB]CKGEOC_DSqBSi@U}@s@WKSA]DuDv@oARyCt@qNvCcAN]BmAAw@CYBEFMr@kAnEi@hAsA`Ca@dAOt@UjDE`@Yv@}@lBeAdDANBHHHLF~CdAhBf@zCt@jC`A^HzAb@t@P~@Z|AX`AT\LLL@PQp@Kz@q@zC@LhDjAzBj@l@Tn@JLGVi@p@wBFKHARB`@LpGdD\HVDjDBzBGpFYjCWJCBEi@}CGMQE{FJiIFo@IcASs@KsDeAUCGBIP_@jAEPBFd@XnGbDZJl@JjCDvCG~@IxDSjCYBC?KMc@Iy@Ms@EKSIcFD}GLuACc@Gi@OIDLFf@L\Db@B,Pará,Mãe do Rio
17017866814,Evening Run,Run,2026-01-11 22:07:23,10.02,3944,1:05:44,9.1476,1116.2,dloKhjfaHoNmEWE}@IwFeBg@Gu@SGAIBIJO\aChHc@jAmCnIg@lA[`Ak@rAy@bCqAjDg@bB[x@q@vByAtDm@jBU`A?FBFNH~KjDlBb@jEjAhF|AjO`Et@NJCDEHYPeC`AoKFa@^eB|CgJzIuVPo@Rc@B]EWMOeCu@s@g@a@QsNmEkDiAs@Q{@I]ImH_C_@@OHa@|@a@lA[r@iAlDi@|A{B`Hk@vAw@`CkExLw@bCc@jA_BnEW|@C\BHHF`LhDdB`@pKxCp@Pt@VvGdBjBj@j@LPH`ARH@JEDIF{@nAsNJo@^_Bj@iB|AqErC}HlC}H`@aA^wARYBSTo@@_@EUMIcCs@{@k@q@W}QyF_@O]I]M}@Gc@ImA]q@WaBg@iAc@_@@UVMVc@rAAH?VUp@@FWVSf@Or@{AhEsAbE{@xBaCzG,Pará,Mãe do Rio
17015633663,Evening Run,Run,2026-01-08 21:58:59,1.0653,236,0:03:56,16.250400000000003,31.8,``yfDzc~gHqBnA[N]Dc@CeEa@uHm@y@MMGUSa@eAKS,Santa Catarina,Biguaçu
17015631912,Afternoon Hike,Hike,2026-01-08 18:57:04,0.32589999999999997,293,0:04:53,4.0032000000000005,0.0,,,
17015633981,Afternoon Run,Run,2026-01-08 18:04:32,5.6088000000000005,3119,0:51:59,6.4728,0.0,,,
17016827171,Lunch Run,Run,2026-01-07 14:12:29,6.3646,3893,1:04:53,5.886,0.0,,,
17015631907,Lunch Run,Run,2026-01-07 14:09:53,0.0928,92,0:01:32,3.6323999999999996,0.0,,,
16963275137,Night Run,Run,2026-01-07 00:03:52,4.0097,1803,0:30:03,8.006400000000001,428.6,x}dgDpi_gH{@uAEO?MTYl@_@bCmB\Sx@s@VODON{A@}@CKE?CH@d@Ab@Il@Ob@U^WZCJBHPJb@DhAD~BDzAFRFFN@VKpDMNIDg@Do@@[BiB~@u@P_C|@MBMC_@e@yBwDCG@MFSHIt@e@|BgBTITAz@F\EB?LNHEf@Al@FLDZCdB@XDDN@\G`AC`BCNMNMDuAB[DyAv@kA^WDe@TgA\IESYeCgECI?MPU~@m@jByARMLCf@AlABn@DPFd@?VHdBFXAL@DB@t@Cv@?vAAPIJYHqADWBQHm@`@]NuA`@wBt@GAGEyCcFAG@Eb@m@,Santa Catarina,Florianópolis
16963274947,Lunch Weight Training,WeightTraining,2026-01-06 14:15:05,0.0,2429,0:40:29,0.0,0.0,,,
16963274963,Lunch Run,Run,2026-01-06 14:00:58,1.2192,795,0:13:15,5.5224,0.0,,,
16950187603,Afternoon Run,Run,2026-01-05 20:46:34,7.012899999999999,2540,0:42:20,9.9396,765.9,nnjgDfwhgHPd@Xl@Pf@hBvGf@tFVbAx@tB`@r@b@l@\v@r@|BF\LX^nARnALb@\~AHz@HPJd@T`B@b@J^D^BrCP|AVnA^hAfAbBJR|A|Ej@lBj@~Bd@lCf@|BN`@Vh@h@x@`@^dAt@hAd@bAThAF`AC`AKn@M|@KrASfB_@nA[zAc@tAw@^WfA_AbAkAfBsCr@s@v@e@h@Kd@AdBFrARpACp@Kb@Q`@YB?b@e@nBuCl@eAZaAFo@Aw@Ca@Ow@KS[_@qAsA[o@Kk@@c@Dg@JM@EEFETEf@AVF^Lf@P\zA`B\j@Jb@D\BlAMt@Uh@q@hA{A~Bu@t@a@Va@Ps@LqACsBQuAAe@Bo@Rg@Xa@^cBjCcAnAy@r@}AlA}@d@i@RwA`@wAZeDp@kAPuAPa@@_BKKBa@MyAq@u@g@qA}AYc@Wm@K[UmAs@{Dy@uCkAsDa@{AWk@_AuAg@oAOm@SsAGiB?yAOaA?c@a@gCMUGw@a@gCq@_C[y@S_Au@uBMW[e@UWUa@Qc@Mi@Q]K[c@wBOgCOy@wAoFo@gB[u@,Santa Catarina,Florianópolis
16950186177,Lunch Weight Training,WeightTraining,2026-01-05 14:17:49,0.0,3179,0:52:59,0.0,0.0,,,
16950185848,Lunch Run,Run,2026-01-05 14:05:26,1.1551,626,0:10:26,6.642,0.0,,,
16940687486,Evening Run,Run,2026-01-04 23:29:56,4.0202,1554,0:25:54,9.3132,464.0,n}dgDli_gHu@sACODOjAgAdBwAXQNApCRdA@NFBF@VE~@E~B@ZGPKNw@`@yBr@kAd@O@GAGGa@w@eAeBg@}@COBO\_@rC}BZQd@@x@HhHNLDBJGvDCZ@JHHx@h@bBt@D?@CCEQKiBu@c@OUCmBDSBWHoAp@mA^mAd@m@NOKqBeDYk@EQCEFOl@m@dByAt@g@L?~@HzAFnB@x@Dt@HNH@^Cx@AxAEb@KLKDSBmA@SBcB|@iEtAGAMOk@iAy@kAe@_ACQ@IPSd@]lBcBf@]R?x@HjAD~CDxALFFBJEv@AfBEh@?BB?n@w@rAiBRc@?KCE,Santa Catarina,Florianópolis
16940687473,Evening Run,Run,2026-01-04 23:20:29,0.9628,380,0:06:20,9.122399999999999,107.6,haegDxm_gHM@KAu@{ASQmAuBAI@Mf@i@,Santa Catarina,Florianópolis
16940032624,Morning Run,Run,2026-01-03 11:48:38,2.0152,1099,0:18:19,6.6024,0.0,,,
16940032636,Morning Weight Training,WeightTraining,2026-01-03 11:05:51,0.0,2481,0:41:21,0.0,0.0,,,
16921369519,Morning Run,Run,2026-01-03 10:33:10,0.5073,278,0:04:38,6.57,48.6,,,
16921369863,Morning Run,Run,2026-01-03 09:58:56,4.4363,1987,0:33:07,8.0388,477.6,hmoKnpeaHoA@o@Eo@McBe@w@KsBk@QAIBGNUp@Mj@BJLJb@PxGlD~@H|CDzBI|BObBG|C]DE?Ie@yCKKUCgPR_@As@KgFwAeAOK@GFg@~AAL@DRLhB|@xDrBZJf@JdDDfDMjEUlCYDABE?MMm@WiBGGSEeKNiDBq@C{@QgBi@W@MCkCs@EBWj@Uv@ANHJtBfAdAl@^N~@h@p@Vj@HtABzA@bCKjFYbCYFE?KOk@UgBGMGC]CsADaHH,Pará,Mãe do Rio
16921369710,Morning Weight Training,WeightTraining,2026-01-02 10:18:05,0.0,2425,0:40:25,0.0,0.0,,,
16910281459,Morning Run,Run,2026-01-02 09:12:42,5.0185,2457,0:40:57,7.354800000000001,555.1,zloKhpeaHgA@i@EoAYyEqA_@COBIJa@rACRBHHFXLZRbFjCh@Vh@Hn@BdCBlDOhDQdAIrAODCDI?Oe@uCGGIEyEFqFJoC?UCoAYcEmAa@GW?KHO^[jA@DHJdHrDj@Rf@FfDB~DOxDS~BWDE@EASc@iCGKSIsNR_BAsAYaFwA]GEBLHjA^nElATF`@BtCA~JMfAG@CCAcPR{@A_AQuCw@qBm@OCE@FHn@RvA\~@XH@NEBJFDdAXz@FbCC,Pará,Mãe do Rio
16907194105,Evening Run,Run,2026-01-01 21:33:00,4.0116,2126,0:35:26,6.793200000000001,422.1,hmoKjpeaH_B@i@EqGiBq@GMBIJe@hBDHxAr@vEfCb@Nn@HfD@dBGzEUhD]JG@Ke@}CGGUIoFLyC@sCFy@A}Bk@oDaAA@@LMUUK@DJHZHh@TnEnA|@LtOQ`AG?EMEiCJqJL_BA_@GsGmB_@IABBDz@ZlFxAx@LjEE~DGr@?p@EhBADBDJ^~B,Pará,Mãe do Rio
16907193976,Evening Walk,Walk,2026-01-01 21:22:17,1.24,594,0:09:54,7.516800000000001,0.0,xloKjpeaHoA@a@CgDaAoCs@W@KFO`@]lA@HNJhAj@nE~Bp@VZFd@@~B@l@A,Pará,Mãe do Rio
16905714817,Afternoon Run,Run,2025-12-31 19:03:13,6.0286,3621,1:00:21,5.994000000000001,0.0,,,
16905714819,Evening Run,Run,2025-12-30 22:02:34,5.0827,3648,1:00:48,5.0148,0.0,,,
16858522192,Afternoon Walk,Walk,2025-12-22 20:40:02,3.2666999999999997,2601,0:43:21,4.5216,0.0,xloKnpeaH_A@u@EiD}@oC{@G@BBNJb@N|EnA`ARvC?lMWIGq@?cGN_HDmASe@O{EqAECC?BHv@VxFzA`@D|C?~@EfGGNEfBE@AACKAcADgORs@KiDcA}Bk@E?@BJHb@N`Dz@dBh@\D`@@hAC,Pará,Mãe do Rio
16858522068,Evening Run,Run,2025-12-09 23:42:03,4.0938,2465,0:41:05,5.9796000000000005,0.0,,,
16685775001,Morning Run,Run,2025-12-07 09:13:44,0.209,56,0:00:56,13.435200000000002,18.3,,,
16660586176,Evening Run,Run,2025-12-05 21:05:33,5.186,1796,0:29:56,10.3968,551.3,`}`L~dhaHuFAkGIoEBmAEiG?eA@eECuC@aGE[CMECKAWDaCFcKAoGKoK[gC@MDGnBUHDLXZlBfArHb@rCDp@pAxHRzAh@tCVnBTnAFHFBd@?LCFIDS@}CD}BAo@HaFCc@Fg@DKJGb@IjGaAr@IdBE~FDLAFGDWEcFD_DEiC?oCASEOSKYImCi@cDa@w@Ek@IcJQs@IK@AA@ANE`CFLDBLElE@b@HDNBrBF,Pará,Aurora do Pará
16660586247,Evening Run,Run,2025-12-04 21:23:47,2.447,1140,0:19:00,7.7256,245.7,xloKvpeaHmA?o@GaIsBKBEFe@hBDPVT~CzArBfATHn@L~BF`AAp@C|@IXKjFWlBUHCDE?Q[}AIm@GKGC_@?aCH}JL{@Au@K{C}@o@Ec@Gq@UGGBBd@HxGjBh@DjAA,Pará,Mãe do Rio
16660586160,Evening Run,Run,2025-12-04 21:06:46,2.0045,770,0:12:50,9.370800000000001,222.6,p~oKvveaHAGIIYCeANyALsCJaBHoCDqAA_@Cg@K]MeDkBwBcASMCGDQb@sAHOLCZFbHjBj@F~@?,Pará,Mãe do Rio
16660586161,Afternoon Run,Run,2025-12-04 16:46:24,2.6809000000000003,1821,0:30:21,5.2992,0.0,,,
16660585992,Afternoon Weight Training,WeightTraining,2025-12-04 16:16:54,0.0,1687,0:28:07,0.0,0.0,,,
16648028014,Afternoon Run,Run,2025-12-03 17:02:33,2.4589000000000003,1438,0:23:58,6.156,0.0,,,
16648028021,Afternoon Weight Training,WeightTraining,2025-12-03 16:32:29,0.0,1451,0:24:11,0.0,0.0,,,
16648028278,Evening Run,Run,2025-12-01 21:19:24,5.167,2884,0:48:04,6.4512,536.9,hpoKrweaHcBHkB?u@Gc@M}HeEEG?O`@sAPUPEb@NpBd@lCv@z@Jp@CxCAtAGbFEhACJEGAiCP}GDwBF_ACMAq@U_B_@gDcAO?BFD@r@LnFvAz@LzEKrHGf@ELBFCGAkBHq@@QAeBFSAC@?DN?`EI~AGBCAAuBH}@HiCF}@CsEBg@GeHqBSCE@BB~@VxA\lCt@dAJlGGnBGrA?`CGcA@gADgC@g@DaBBcB@GEy@BY?iAQaGeBOCEBFB|Bl@tC|@~@PjBCrCA|BGbA?fAEr@?BCV?DCGCoBD}A@,Pará,Mãe do Rio
16648028184,Afternoon Weight Training,WeightTraining,2025-12-01 20:05:55,0.0,1744,0:29:04,0.0,0.0,,,
16648028244,Morning Run,Run,2025-11-30 09:33:17,6.9182,2058,0:34:18,12.103200000000001,704.3,rrnK`ahaHqDeA_G{Ac@KMDUj@eDbKqA`DmGbN}@vBINODQE_@MeAc@IGEKAKFi@EIIGaNyDSMCI?KPk@z@sB|AqC@IGOUKwBi@eBi@}L}DYOEO\qBp@uGLa@NYd@a@zDqCbBeBf@Wp@SvBW|Eg@h@Cl@@NEHSh@mBdAmDnAaFJ[FGJAPDjK~CN@LET{@Z}ATeBAsDAq@AqINoARu@HQFGHAl@LjA`@tH|BzBv@VN@ROh@qBhGeAtC_B|EmAfDqBjGmC|HgBnF{CvICNH?HKdCyHHUHGD?^FfErAhL|C,Pará,Mãe do Rio
16648028304,Evening Run,Run,2025-11-27 21:19:13,4.8767,1637,0:27:17,10.724400000000001,499.4,rwnK~bhaH_A[qGiB}F}Aa@GK@IDKRm@xBwApEk@~Ag@jAe@lAiC~F{@bBuBtEOb@EFID]I{As@MIEODc@?KIKOIaDcAiGaBs@UMICOJg@dAoChAcBNY@OGK{EsA_EsAgGiB_@OIM?WZyBl@gGH[LU|AkApBuAf@c@bAkAn@_@nAYfBUfFg@ZAd@@LADEHM~AqFtAqFZ_AHCNBnJtCp@JHCXcAXqAZiB@sACk@B]BICKEgA?oFCu@PgBRy@NIf@?nA`@,Pará,Mãe do Rio
16648028340,Evening Run,Run,2025-11-25 22:07:31,6.4677,2942,0:49:02,7.9128,710.8,vvnKpbhaHgA[sAY{Ag@{Cw@uAc@gB_@MAG@GLg@jB]x@{ApE_BjEm@lAsBxEoBdEaA|BGFEBQE{B_AAE?MJ[?IAKKImBg@{Ae@_B_@eBk@o@Os@UKICO^iAZw@lBiDDUAGGIIEiBc@kQuFIGEKP}@JuAn@yFH]NWhBuAlAw@n@e@rA{A\U^QjAWvGu@bAIj@FNEHKl@kB~@eDz@mDb@{AJSL@bCt@`B`@nAb@hBf@J@FELWf@}BVkBBoBIm@BoECi@AyCDe@Js@Vw@LQBA`GhBfEjAvBv@DF@PI^aBdFy@bCSd@GZwE`Nm@nBOn@w@tB_AtCI`@MT@NCVRXJF|@ZvA`@b@Zp@VLVJb@Td@IXBh@Kd@HLj@TlFvAbCt@,Pará,Mãe do Rio
16648028312,Evening Run,Run,2025-11-24 21:20:24,5.0116000000000005,1897,0:31:37,9.5112,558.5,bmoKppeaHwA?WAwDeAcDw@GBKPc@xAALBJNHfHjDd@Nl@H~@@dCAlCMv@IzAEpAKxAQLG@Ic@uCEIGCyFLsD@wAFyAAy@M{C{@sBi@YGIBe@pAKd@?HhHrDh@Tl@Jp@BpA?rACxBKpEW~BYJG?Kc@kCGOIE[AaDJ_A@oBDuEDq@G}@SoFyAa@GE@MZ]pAAJBHtHzDVJXFr@DxA?d@@lBErFY`D_@HC@Ie@uCEKICm@@e@C}ELeAAuDHo@C_AOsF_Bk@Kb@TzA`@,Pará,Mãe do Rio
16648028379,Evening Run,Run,2025-11-19 22:41:53,7.0653999999999995,2258,0:37:38,11.2644,729.7,rvnKnbhaHoJmCmEgAWEQBKLGPiAzD}@pCsBnFoFhL{ApDKJK@YGuAk@QKEICMHk@EIMKuMwDYOEI@Qh@}A|@gB`AaBBOIM}Bo@yGwBgAWgEuA]OEK?KNcAx@{HLc@R_@|@q@bC_Bx@u@`AcAZUTKrAWhFm@rBQl@BJENWdAmDxA}Fl@kBFEJ@fHvBzBj@F@DEHOLe@l@sCNeA?o@G_A@[CsAG{HDk@XqAPe@FEHAjF|ArCbA`@HjBh@l@TFJ?HOj@g@rAsBhG_@bAm@rByBfGgBjF_AtC[hAiBpFi@|AYl@iBtFUh@Wz@DDHGfC{HJUHGTB|DlAjD~@`@HzJrC,Pará,Mãe do Rio
16648028370,Evening Run,Run,2025-11-19 21:42:10,1.5317,465,0:07:45,11.8584,155.3,beoKfnhaHq@hHW|BMhBYpCEp@@BBGHq@x@}Jr@oH,Pará,Mãe do Rio
10161449441,Corrida ao entardecer,Run,2023-11-04 23:13:20,1.8974000000000002,828,0:13:48,8.251199999999999,0.0,dmoKjpeaH{A@SA{FyAkA_@QEGDHJRBNH~@Tx@ZrBh@NB?D?EPB\H`@@PDP@HGb@@ZAt@Bh@CFBLEH@FCDB`@AHCn@@fBK\BFEZ?TDLEd@AHDBF@NJ\@TBF,Pará,Mãe do Rio
10161367082,Corrida ao entardecer,Run,2023-11-03 21:37:28,7.0134,2209,0:36:49,11.43,0.0,nloKxoeaHw@@_@A[E{EqAoAc@KAED?BTJ`@NJ?ND`@Rv@X|Ab@f@Hb@DxIElBGjA@f@CBGCEEA}@?sBDkCBqCHoBCsCu@e@Qi@K_Bi@IAADBHFBlF~Av@Pt@JzIIr@ExB?`@ADEEIQ@g@AmDFe@Ao@BaDBc@BaACQEaDy@qA_@k@U[E?FDD\NTDf@P\FhAb@`AVvARf@Bh@C`ECh@Cx@?~@E\BvACDA@ECGGAg@?wEHy@?wAD}B@k@Cc@Is@SyA]m@Qq@W_ASBHlBj@zBr@jAZ\BjAD|HKrA?HCpAADC@GGEy@?M@gCBsEHc@A_ABy@CqBe@sEmA?DZLDHFAxA^VJPDpAb@t@NZBR@vACxB?zAE^@nAC`@@VGzA@FECGGAq@Di@?GF_ACc@BGAOBs@AK@EAM@[?MBw@CSBQEg@FMCSBKAe@@kASeGcBUKC@@DHF|@VtC|@RBt@TjALdOKh@GJEHBBGGECBN@EA_@@SAaGJ{@?wBD[Ac@@CDJFh@A,Pará,Mãe do Rio
10133111351,Corrida ao entardecer,Run,2023-10-30 21:19:49,5.021,1586,0:26:26,11.3976,0.0,vloK~oeaHmA@o@GeEeASKKAuAg@EB@JDBFAD@DBZHpAb@r@Px@Z|@TVBtA@h@ClB?p@Cn@@h@EP@b@ElABf@CZ@JC@EAGEAmBFaC@_@Fi@A}@DSCwA@w@?SBq@Kc@Q[EmA_@YEWKy@Se@UM?ILhDx@nBj@z@P^@r@CRBd@ATC^@|@?~AAl@CvA@XCP?h@EFDBKGGODOASBKC{BBK@uA@Q@MA_A@_@D_@ASBQCa@B]?i@Gy@Se@Q{@Qs@WoA[[OG@ADFHbA^j@LtBl@PDPHb@FPF\DnDGJ@fACD@PAzA?tDGHC?EGGSB]Ag@@[DQEm@@uADMAOBSA[Bo@AaBBcAAaAMuGqBEDCFBD|Al@VDjD~@v@JfDAh@ClBCLCJ@xB?bAGJ@XEAGIC_AFmC?o@Dy@@OC,Pará,Mãe do Rio
10132741012,Corrida ao entardecer,Run,2023-10-23 21:01:13,3.0164,950,0:15:50,11.43,0.0,ploKhpeaHw@?w@G{EoAu@Y_@?SEG@|@TJFdElAz@Td@DpAA`CGh@?rCG\@d@?n@CDBp@ABGKKOA_@Dg@AUDc@EwAFiC?oBHcBEkCk@gDcAUMG?AFFHz@TtEtAz@Nr@@~AApEMdB?dBENABCEIE?u@DiDFcC?oAD{B@k@KyA_@{@Wc@K}@Ye@KQKG?AHFFhAZ,Pará,Mãe do Rio
10087439457,Corrida ao entardecer,Run,2023-10-22 21:24:29,7.0158000000000005,2457,0:40:57,10.278,0.0,ploKbpeaHw@@q@EaASWMWEeA]g@IaBe@QAIFERKLI\Q`@CPUZOl@GDKr@MTYv@APw@lBMd@?FGJE^g@bBSZIFENKLKf@KTAFIJ_@zAU`@@FQh@ILEPKR]fACTKVKNALU^CHEFCVm@fB_@nAQ^W~@OVGXYp@ETg@tA?JCDCNMP?HSV]tAKTCRO`@]t@q@xBa@v@a@|AIL?BCJKRWp@CTg@jAQj@OV?HMX@BAHUj@ER[l@Qj@BHFBDABCVeAJU?IL[?EP[Vm@BQRe@`@wA^_AH]JYVe@Ru@Ro@DCb@}ARe@Le@b@gAp@aC`@cA?ILYJKTy@JQJc@LUT{@LSDa@Re@RYHS@KN_@BUTu@B]NYBOPWDKJc@NUJc@Tk@Li@fAuC@SECG@MNQbAEFCJORSx@EBG\Sj@GHCPEDMl@KJ?DQf@MVIVIFAXKTGZKPMt@c@|@aAtCYt@a@bB{@zBUn@ATOTi@rAYdAWt@e@fACN@HGNGXa@`AEVyAtDSn@EDG`@Q^Ux@OTAFBBHADW^gA?Kb@gATa@DYVm@T_AN]HITy@Rg@AELMPs@JUF]HKFWRe@b@cBz@{BJg@Xy@Nk@Tg@FU@KTi@?EC??BPUAABEt@qBLa@NYFYVm@ZmAFIFc@P]?Gf@gA@QJKBM?EC@FECBf@wABSXm@P[DODE@KFIAE@EDI?ET{@BCFUBBFO@QJ_@@EFCAGBER_@JYHCBMFEFk@@EBA@KHQDO?WV_ACIOOYKSE[Sg@Ke@S{@Sc@USC[OKIIAGFIC[SCSLi@LYFYX{@AKNq@DW?WAEOKCEa@USKu@O,Pará,Mãe do Rio
10069721971,Corrida ao entardecer,Run,2023-10-19 21:40:01,3.8675,1989,0:33:09,6.9984,0.0,zloKdpeaHc@A]@I?CE]Bc@GuDeAqBq@GBDHFDl@TRDnA`@bCp@d@Jd@DhBG~B@x@CxAAt@EjBCJ?BC@GEEEAqBFKAyAHSAuBDSAqAB_B?s@Ig@KeBg@m@OmBo@MCCB@J`@Pj@HHFZDlA`@ZFfA\|@PP?JEd@B^Cd@B~CKJB`AGFDJ?NCl@CHDR?XEn@?FABEAEQ?uAFc@E[BeA?iBDYDc@Am@FmABOGk@Ae@M_AYQAaEkAUE@FVL\Fh@PhAVZLl@Lj@Rr@Lr@@r@C`@@bAC|@?v@Ct@?LCTCx@FhAAl@ALEJ?BBBCFJDT@XFBCH?DNx@Tl@A^CF,Pará,Mãe do Rio
10057824667,Corrida,Run,2023-10-17 21:31:18,4.4341,1427,0:23:47,11.185200000000002,0.0,vloKbpeaHk@Bk@AUA_@ImA_@m@MqBs@s@QIEEBBFf@X^Fv@XfAXp@Vp@JZJ`@BPD`@?lBGZ@~@EVCX@ZCZBtACX@d@A^CP@NCDEVABEGE[F}AA]@gB?k@@UAOBkEHcAAm@IoBe@uBo@eAa@GACDBFNHrA`@r@Xn@JRJzBf@dBBR@XCh@Bp@In@Bn@C^G`@@VCX@dAAP@n@EFECEEAgAD]AkA@UDaACcGHaAC}A]sDeA{@[G@?DBBfA^L@x@^pA^ZBbA\`@FxAEPB`@CX@PEZ@tAEhB@l@E`@B\Ch@@NARGAGICYBc@?kBBc@A_ABOB_@AqA@a@BgC?kAO}EwAUEi@QG?ABADBBb@NtCz@jCr@PBN?TBHCp@?,Pará,Mãe do Rio
10057728456,Corrida ao entardecer,Run,2023-10-09 21:58:23,3.2298,1077,0:17:57,10.7964,0.0,nloKdpeaHiA?q@Ki@OOC_A[_Dy@SGEEIAAFBDl@Vt@Ph@Vj@NpA`@vAZd@@vBExDEfBEtBAJABIIEmAC}DDuCFi@B_@CkA?k@IwCs@qBm@e@QCGIBADDDtAl@`FrAr@JdB@XEvC?nBGn@Ab@@fAEP@HC@EGGKAyAAiJLyA?g@Ac@IqCw@y@QeBk@?FDBj@\`@Jp@TtBn@j@Lf@HJD^@f@A,Pará,Mãe do Rio
9996094061,Corrida vespertina,Run,2023-10-07 20:11:58,3.8528000000000002,1374,0:22:54,10.0944,0.0,zloKnpeaH}@@s@EeCm@iCy@y@MOBGFYn@AJKRGTO^GX[`AOXo@xB]`AWz@Mx@EBYn@CVKTKFQ`@mCbIS^@?St@o@zAOp@KTi@jBOVMj@U`@]pAGHWr@IJWhASd@CLQ`@uAlEEFY~@i@tAAJSd@Sp@Md@Sb@Qd@ERQ\Sp@IP}@nCGNUt@]z@AJ@FF?DE@KJSAOJC?EFO@KRWZ}Af@sADSx@uBNm@~@gCFWZs@\oA`AeCNo@`AiCDQHOLe@FK?S^y@BQLWf@_BRe@Lg@DGPi@B?AYRy@HUPONWFYJOP{@FODQJIHYD[P]@ULKHg@FALHBAJo@?GCCBGFAHe@RUFY,Pará,Mãe do Rio
9964892553,Corrida ao entardecer,Run,2023-10-02 21:38:14,7.0294,2087,0:34:47,12.1248,0.0,rloKhpeaH_A@s@CQEQImAYIGs@SG@SIKA_@OWECEe@IG?EBDFN?l@Pl@RPBVJ`@HVHx@TTHp@J~ADZEF@PARBDCDBVADCD@FARBZEx@B\CF@~CIBARBZAHE?ECEECSDU@aA?gABOBs@AE@a@BWCiADgA?u@FQEs@AQAyCu@_DcAG?CB?DFDL@rBp@lAZZDDDz@T\FdA@VAF@v@ATCJ@^Ab@?^CR@nAC\Bv@AtACXCDCCIEAWBa@@u@@ICY@EAKBW?u@Dm@AOBYC{EHe@Ca@IUGCEe@I{Ac@YGqAg@a@GABADJFh@PXD\NrCx@bARd@D~@@rBCd@?p@ET@DAD@b@Ev@@tAAj@CX@JADKEEQBEA_@?O@gB@s@BKAKBu@AUBKAW@GAI@E?WD]C[Bs@@EAK@a@Cm@GGGG?SISAuC{@s@Ym@OAJFBRBf@VnBh@^Np@Nh@Ph@HdB@xBCXCz@?|AEn@?b@Ef@@NBd@CBIAAMCaA?eDFaC@k@D}C?UAmAa@iAUm@U]Iq@Wo@MCB@FDBrAZfAb@\Hb@NbBb@`ABfAAd@C`@@b@CrC?dCEd@GTDFADECGEAM@MAg@@i@A]BcAA_CDQAoCFaA?]Cm@O}Ag@E?WKQCe@Q}@SSKOC?JHFd@NXDLHXD~@\d@HTJXFFDrAR^B\CxA@b@Ej@BpAGJ@`A?bAGLB`A?VCBCCIMA]BWAEB[A[@aB?]B{@?i@BEAUBKA_@@{@DKAGBK?q@Cg@IoAc@,Pará,Mãe do Rio
9964734854,Corrida ao entardecer,Run,2023-09-29 21:33:48,3.359,1157,0:19:17,10.450800000000001,0.0,nloKdpeaH{@Bo@E_AYe@I}Bm@}Ai@IB?FBDJ?`AVtAd@v@PJF|@TXHXBbDE\@zAEjBAPCCI@BC?DA\Hr@AXCp@?JA@EEEEAQDiADuB@uCF_F?UGWEe@Qg@K]M]GYMgAUIE_@ICGK@?DFFXFFBfBh@r@Pp@TdB\h@@r@C`B?rEIrAAl@C^?J?DIAECAWDeA@uBDY?_ABgAAe@BS?_BB{@C]Gq@SYEaAW[M]Iq@WQEQGIAGFDBPDt@T^H`@NRBXLN@TJRB\LRBTHd@@PBnDANC~FGhBGQGg@D?BK?o@CMFQAUCQBOCUB,Pará,Mãe do Rio
9933627695,Corrida ao entardecer,Run,2023-09-27 21:44:19,7.0253000000000005,2300,0:38:20,10.994399999999999,0.0,dmoKdpeaHwA@YA{Ac@aAUIEmA]QIMAs@WICEDBHb@NHJPDf@RRBNJ`@Fl@PPB\NVBRJX?NDX@^CX@^C`@@VAVBZEX@hAEh@@^E\Bz@GLBXCZ@JADIGKSA_BJICg@BWASBKAc@?WBgAC_AFOAu@Bu@?e@AqA[MGk@KGEk@M}Ag@UEQAIIG@BHLBn@ZTDNHXFZLfATf@PPBVLVDf@@pAC~A?XC`BCXCf@B`AEf@BHCl@@TADA?EGGo@Bo@CaABUCKBw@@WAeDFY?i@@YCg@@e@EIGYEs@WoAYOKYEGEqAa@G@ADDHNBh@VXDVLJ?h@NJJ`@FfBf@t@DJAp@@^Al@@p@Ev@@RCLBdAETBzAE\@x@EHC@CEIICc@BkA?WBUAiAD_AAW@OAoCFiBAQIWEMGg@KgCq@yAg@GAGBBHDDvAf@pCv@t@Vh@Jv@@jAAxIOv@@p@EHBHABEIKKCEByB@G@MJGBMMsAAQ@QCy@@_@DoDD]EmA[yFcBGB@FFFpAf@xBn@ZFb@NfATlBCn@@xAA~BGrC?b@AHEF?EQSBe@C_B@_DJo@AmDDo@Co@M}@YaBa@aBi@[GG@?DJJ^JXJfD`Ap@Pj@JlAD~FCvFKZCDCIEw@C}NN_@CyBm@QA,Pará,Mãe do Rio
